code,description
51521-3,LDH5 CFr Plr Elph
51522-1,LDH5 CFr CSF Elph
51540-3,A alternata IgG Ql
51550-2,Deprecated Mouse Epith+Ser+Ur Prot IgE RAST Ql
51566-8,Deprecated Amylase IgE RAST Ql
51590-8,Chloride BldC-sCnc
51591-6,Cholest Snv-sCnc
51595-7,Glucose Stl Ql
51596-5,Glucose BldC-sCnc
51597-3,Glucose 1h p 75 g Glc PO SerPl-sCnc
51604-7,Phosphate 12h Ur-sRate
51605-4,Trigl Snv-sCnc
51610-4,Calcium 12h Ur-sRate
51613-8,Hgb J MFr Bld
51614-6,Hgb M MFr Bld
51615-3,Hgb A2+C MFr Bld
51616-1,Hgb A2+E MFr Bld
51618-7,Potassium pre dial SerPl-sCnc
51626-0,PT 1:4 NP 1h separate PPP
51627-8,Lymphocytes # Prt Manual
51634-4,Mid Retics #
51635-1,Mat Retics #
51636-9,Imm Retics #
51641-9,MSCV RBC
51642-7,HL Retics NFr
51643-5,HL Retics #
51649-2,HCV c100p+5-1-1 Ab Ser Ql IB
51653-4,HEV Ab Fld Ql
51654-2,HDV Ab Fld Ql
51655-9,HCV RNA Fld Ql NAA+probe
51656-7,HCV Ab s/co Fld
51657-5,HCV Ab Fld Ql
51658-3,HBV core IgM Fld Ql
51659-1,HBV surface Ag Fld Ql
51660-9,HAV IgM Fld Ql
51661-7,HAV Ab Fld Ql
51692-2,PCP Bld Ql Scn
51693-0,Albumin Pcar-mCnc
51695-5,Chloride 24h Ur-mRate
5171-4,Neutrophil Ab Ser-aCnc
5172-2,S pyog.enz Ab Ser Ql LA
51720-1,Potassium 24h Ur-mRate
5173-0,S pyog.enz Ab Titr Ser LA
51731-8,SaO2 % BldV from pO2
51732-6,SaO2 % BldC from pO2
51733-4,SaO2 % BldA from pO2
51735-9,UUN Cl 24h Ur+SerPl-vRate
51756-5,ATP7B gene Mut Anl Bld/T
51773-0,HEXA gene Mut Anl Bld/T
51780-5,HIV1 RNA SerPl NAA DL=0.5-Log#
51786-2,HIV 2 Ab s/co SerPl IA
5179-7,HAV IgG Ser IA-aCnc
51795-3,C1INH Bnd Ab SerPl-mCnc
51798-7,HEV IgM Ser-aCnc
5180-5,HAV IgG Ser RIA-aCnc
5181-3,HAV IgM Ser IA-aCnc
5182-1,HAV IgM Ser RIA-aCnc
51824-1,HCV IgM Ser IA-aCnc
51829-0,Lactate BldC-mCnc
5183-9,HAV Ab SerPl IA-aCnc
5184-7,HAV Ab Ser RIA-aCnc
51844-9,Cortis Sal-sCnc
5185-4,HBV core IgM SerPl IA-aCnc
5186-2,HBV core IgM Ser RIA-aCnc
51861-3,Mold Allerg Mix6 IgG Ql
51866-2,Deprecated HIV 1 Ab+Ag Ser Ql
5187-0,Deprecated HBV core Ab Ser IA-aCnc
51871-2,DAT Poly-Sp Reag RBCCo Ql
5188-8,HBV core Ab Ser RIA-aCnc
5189-6,HBV e Ab Ser IA-aCnc
51892-8,ABO Group BldCo
5190-4,HBV e Ab Ser RIA-aCnc
5191-2,HBV e Ag Ser IA-aCnc
51913-2,HAV IgG+IgM Ser Ql
51914-0,HBV core IgG+IgM Ser Ql
5192-0,HBV e Ag Ser Ql RIA
51924-9,ANCA Ab Titr Ser IF
5193-8,HBV surface Ab SerPl IA-aCnc
5194-6,HBV surface Ab Ser RIA-aCnc
5195-3,HBV surface Ag Ser Ql
51950-4,Calcium p dialysis SerPl-mCnc
51956-1,DNA region analysis test coverage panel
5196-1,HBV surface Ag SerPl Ql IA
51962-9,Pharmacogenetic DNA analysis panel
51964-5,Drug eff analysis imp-Imp
5197-9,HBV surface Ag Ser Ql RIA
51974-4,Gas panel
5198-7,HCV Ab Ser IA-aCnc
5199-5,HCV Ab Ser Ql IB
5200-1,HDV Ab Ser IA-aCnc
5201-9,HDV Ab Ser RIA-aCnc
5204-3,HSV Ab Titr Ser CF
52041-1,Blood glucose monitor attachment
52114-6,DAT IgG-Sp Reag RBCCo Ql
52120-3,PT NP 1h separate PPP
52122-9,PT p hep neut PPP
52124-5,OF .90% NaCl NFr RBC
52125-2,OF .90% NaCl 24h Inc NFr RBC
52129-4,INR p hep neut PPP
52131-0,"t(ABL1,BCR)b3a2/control Bld/T"
5219-1,H capsul Ab Titr Ser CF
5220-9,HIV1 Ab SerPl IA-aCnc
5221-7,HIV1 Ab SerPl Ql IB
5222-5,HIV1 Ag SerPl Ql IA
5223-3,HIV1+2 Ab SerPl IA-aCnc
5224-1,HIV 2 Ab SerPl IA-aCnc
5225-8,HIV 2 Ab Ser Ql IB
5229-0,FLUAV Ab Titr Ser CF
523-1,Vancomycin Islt MLC
5230-8,FLUBV Ab Titr Ser CF
5231-6,FLUCV Ab Titr Ser CF
5232-4,Insulin Ab Ser RIA-aCnc
524-9,Vancomycin Islt MIC
5241-5,LCMV Ab Titr Ser CF
5243-1,MeV Ab Titr Ser CF
52484-3,Arterial Blood Gases (ABGs)
5249-8,MuV Ab Titr Ser CF
525-6,Vancomycin Islt KB
5254-8,M pneumo Ab Titr Ser CF
526-4,Vancomycin Titr SBT
5262-1,ANCA Ab Ser IF-aCnc
5266-2,P brasilien Ab Titr Ser CF
5267-0,Paragonimus Ab Titr Ser CF
5268-8,HPIV1 Ab Titr Ser CF
5269-6,HPIV2 Ab Titr Ser CF
5270-4,HPIV3 Ab Titr Ser CF
52740-8,Altered level of consciousness/alertness
52767-1,aPTTprotein C activator/aPTT PPP
5282-9,PV1 Ab Titr Ser CF
5284-5,PV2 Ab Titr Ser CF
5286-0,PV3 Ab Titr Ser CF
52894-3,Titanium RBC-sCnc
52905-7,Silver/Creat Ur-sRto
52907-3,Bismuth/Creat Ur-sRto
52911-5,Magnesium Tiss-sCnt
52917-2,Tin/Creat Ur-sRto
52919-8,Tellurium/Creat Ur-sRto
52922-2,Strontium/Creat Ur-sRto
52923-0,Selenium/Creat Ur-sRto
52926-3,Nickel/Creat Ur-sRto
52938-8,Barium/Creat Ur-sRto
5294-4,RSV Ab Titr Ser CF
52941-2,Antimony/Creat Ur-sRto
52968-5,Gp B Strep Anal Ql Cult
5297-7,Rheumatoid fact Ser Ql LA
52974-3,FLUBV Ab Ser CF-aCnc
52975-0,RSV Ab Ser CF-aCnc
52976-8,CMV Ab Ser CF-aCnc
52977-6,HSV Ab Ser CF-aCnc
52978-4,VZV Ab Ser CF-aCnc
5298-5,Rheumatoid fact Ser Ql Shp Aggl
52987-5,M pneumo Ab Ser CF-aCnc
5299-3,Rheumatoid fact Titr Ser LA
5300-9,Rheumatoid fact Titr Ser Shp Aggl
53012-1,Atyp ANCA Titr Ser IF
53020-4,C1q Ab Ser Ql
53029-5,p-ANCA atypical Ser Ql IF
53043-6,DNA mark analysis cover Pnl
53045-1,Ref sequence alteration
53048-5,Ferritin Fld-mCnc
53049-3,Glucose pre-meal SerPl-mCnc
53050-1,Glucose TPN-mCnc
53051-9,B+G-Globulin MFr Fld Elph
5306-6,Rickettsia Ab Titr Ser CF
53081-6,Ammonia Dial fld-sCnc
53082-4,Cholest Dial fld-sCnc
53083-2,Bilirub Conj Dial fld-sCnc
53084-0,Glucose Fld.NB-sCnc
53086-5,HCO3 Fld.NB-sCnc
53087-3,Ca-I adj pH7.4 Fld.NB-sCnc
53088-1,Ca-I Fld.NB ISE-sCnc
53093-1,Glucose p chal SerPl-sCnc
53094-9,Glucose p meal SerPl-sCnc
53099-8,Chloride TPN-sCnc
53100-4,Calcium TPN-sCnc
53107-9,KYN/Creat Ur-sRto
53114-5,Glucose p fast Ur-sCnc
53117-8,Hgb TL RBC Ql
53121-0,Prot 1h Ur-mRate
53122-8,Sodium 1h Ur-sRate
53123-6,Potassium 1h Ur-sRate
53124-4,Calcium 1h Ur-sRate
53125-1,Monos+Macros NFr Mar
53126-9,Monos+Macros NFr Bld
53127-7,Monos+Macros NFr Tiss
53129-3,Na Urate Cry #/area UrnS HPF
53131-9,CaOx Cry #/area UrnS LPF
53133-5,LDLc Fld-sCnc
53134-3,Amylase Isos Fld-Imp
53135-0,HDLc Dial fld-sCnc
53138-4,Ca-I adj pH7.4 BldA-sCnc
53139-2,Ca-I adj pH7.4 BldC-sCnc
53140-0,Ca-I adj pH7.4 BldV-sCnc
53149-1,Iron/Creat 24h Ur-sRto
53223-4,Hgb G MFr Bld
53224-2,Hgb M Bld Ql
5323-1,O tsut Ab Titr Ser CF
53230-9,PT imm 1:4 NP Cont PPP
53248-1,Plasmodium LDH Bld Ql
53250-7,FLUAV RNA # Spec NAA+probe
53251-5,FLUBV RNA # Spec NAA+probe
53263-0,Urinalysis yeast variants panel
53264-8,Urinalysis yeast variants panel
53267-1,Urinalysis yeast variants panel
53270-5,Urinalysis type of non-squamous epithelial cells panel
53273-9,Urinalysis type of non-squamous epithelial cells panel
53276-2,Urinalysis type of non-squamous epithelial cells panel
53277-0,Urinalysis type of cast panel
53281-2,Urinalysis type of cast panel
53293-7,Urinalysis microscopic panel
53295-2,Urinalysis type of crystal panel
53296-0,CaOx Cry # Ur Comp Assist
53298-6,Tri-Phos Cry # Ur Comp Assist
53299-4,Ca Phos Cry # Ur Comp Assist
533-0,Mycobacterium Bld Cult
53302-6,Ca Carbonate Cry # Ur Comp Assist
53305-9,Urinalysis type of crystal panel
53306-7,CaOx Cry #/area Ur Comp Assist
53308-3,Tri-Phos Cry #/area Ur Comp Assist
53309-1,Ca Phos Cry #/area Ur Comp Assist
53312-5,Ca Carbonate Cry #/area Ur Comp Assist
53315-8,Urinalysis microscopic panel
53325-7,Urinalysis type of crystal panel
53327-3,Bilirub Ur Strip.auto-mCnc
53328-1,Glucose Ur Strip.auto-mCnc
53330-7,Urinalysis type of cast panel
53333-1,Urinalysis other formed elements panel
53336-4,17OHCS+Androst/Cortis DBS
53337-2,17OHCS+Androst/Cortis DBS-sRto
53345-5,Cortis DBS-mCnc
53346-3,Cortis DBS-sCnc
53349-7,T4 Free DBS-mCnc
53350-5,T4 Free DBS-sCnc
53351-3,Urinalysis other formed elements panel
53353-9,Urinalysis other formed elements panel
53376-0,HCV IgM Ser-aCnc
53379-4,HIV1 Ab Spec Ql
53381-0,FLUAV Ab Ser
53415-6,Bilirub CSF Ql
53433-9,CK Dial fld-cCnc
53454-5,Iron p deferoxamine Ur-mCnc
53455-2,Calcium Spec-mCnt
53456-0,Iron Spec-mCnt
53457-8,Gamma 3 glob abnormal MFr SerPl Elph
53474-3,Glucose 4 AM specimen SerPl-sCnc
53475-0,Glucose pre betaxolol SerPl-sCnc
53495-8,Iron p deferoxamine Ur-sCnc
53500-5,Ammonia Wat-sCnc
53501-3,Iron Wat-sCnc
53502-1,Calcium Spec-sCnt
53503-9,Iron Spec-sCnt
53507-0,Kynurenin/Creat Ur-sRto
53513-8,Anthranilate/Creat Ur-sRto
53516-1,Basophils NFr Dial fld Manual
53519-5,Monocytes NFr Dial fld
53520-3,Neutrophils NFr Dial fld
53524-5,ALP Bile CFr SerPl
53525-2,Prot Ur Ql SSA
53526-0,Trigl in VLDL SerPl-sCnc
53527-8,Trigl in HDL2 SerPl-sCnc
53528-6,Trigl in HDL3 SerPl-sCnc
53529-4,Microalbumin Fld DL<=1mg/L-mCnc
53530-2,Microalbumin 24h Ur DL<=1mg/L-mCnc
53531-0,Microalbumin Ur DL<=1mg/L-mCnc
53532-8,Microalbumin 24h Ur DL<=1mg/L-mRate
53540-1,Alpha Glob.abnormal MFr SerPl Elph
53553-4,Est. average glucose Bld gHb Est-sCnc
53555-9,Sp Gr RBC
53561-7,LDH/Creat Ur-Rto
53562-5,Rheumatoid fact Plr-aCnc
53575-7,VAP panel
53578-1,ALP Intest 2 CFr SerPl
53579-9,ALP Intest 3 CFr SerPl
53589-8,Beta glob abnormal MFr SerPl Elph
53590-6,Gamma glob abnormal MFr SerPl Elph
53593-0,Gamma 2 glob abnormal MFr SerPl Elph
53600-3,pH BPU
53601-1,HIV1 p24 Ag SerPl IA-aCnc
53627-6,Chloride Plr-sCnc
53640-9,Chloride/Creat 24h Ur-Rto
53645-8,PV Stl Cult
5368-6,S pneum IgG Ser IA-aCnc
53725-8,SLC25A4 gene Mut Anl Bld/T
53732-4,GCK gene Mut Anl Bld/T
53744-9,DAT Comp-Sp Reag RBC Ql 5M RT inc
53761-3,JAK2 p.V617F mut/Nor Bld/T
53775-3,Hepatitis A virus Ab panel
53776-1,HAV Ab Ser-Imp
53781-1,Acetaminophen & Propoxyphene panel
53788-6,Na Urate Cry UrnS Ql Micro
53797-7,Neutrophils.immature NFr Bld
53798-5,HIV RT+PR Mut Det Islt
53800-9,Platelets panel
53805-8,LDL apheresis procedure type
53806-6,LDL apheresis procedure ID
53810-8,Lymphocyte prolif Bld-Imp
53811-6,Tri-Phos 24h SatFr Ur
53825-6,HIV 1+HCV RNA SerPl Ql NAA+probe
53836-3,ABCD1 gene Mut Anl Bld/T
53840-5,TGFB3 gene Mut Anl Bld/T
53844-7,BRAF gene Mut Anl Bld/T
53847-0,CACT gene Mut Anl Bld/T
53853-8,COL4A5 gene Mut Anl Bld/T
53857-9,Hgb F Bld-mCnc
53863-7,FLNA gene Mut Anl Bld/T
53866-0,GCH1 gene Mut Anl Bld/T
53867-8,GYS2 gene Mut Anl Bld/T
53868-6,Glucose tetrasaccharide/Creat Ur-sRto
53871-0,HRAS gene Mut Anl Bld/T
53888-4,PHEX gene Mut Anl Bld/T
53894-2,TRAPPC2 gene Mut Anl Bld/T
53895-9,SH3BP2 gene Mut Anl Bld/T
53900-7,C10orf2 gene Mut Anl Bld/T
53901-5,USH2A gene Mut Anl Bld/T
53917-1,S pneum DNA Bld Ql NAA+probe
53923-9,HIV1 tropism Bld
53924-7,Rheumatoid fact Titr Snv LA
53933-8,LDH Pcar/SerPl
53934-6,LDH Prt/SerPl
5396-7,T3 Ab Ser-aCnc
53977-5,Di-Mg phos cry UrnS Ql Micro
5398-3,T cruzi Ab Titr Ser CF
5401-5,VZV Ab Titr Ser CF
54040-1,HEDIS 2009 CDC-H
54046-8,HEDIS 2009 CMC-D
54048-4,HEDIS 2009 CWP-D
54051-8,HEDIS 2009 MPM-A BUN
54053-4,HEDIS 2009 MPM-A K
54057-5,HEDIS 2009-10 MPM-E Phenytoin
54068-2,Hgb O-Arab MFr DBS
54069-0,Hgb Barts MFr DBS
54070-8,Hgb D MFr DBS
54071-6,Hgb E MFr DBS
54072-4,Hgb A MFr DBS
54073-2,Hgb C MFr DBS
54074-0,Hgb F MFr DBS
54081-5,Hemoglobinopathies newborn screening panel
54086-4,HIV1+2 IgG DBS Ql
541-3,Mycobacterium Ur Cult
54103-7,Hgb Fract DBS Elph
54104-5,Hgb Fract DBS HPLC
54105-2,Hgb Fract DBS IEF
54209-2,Hgb C-Harlem MFr Bld
54210-0,HBV BCP Mut Ser NAA+probe
54211-8,Cortis 24h p DEX SerPl-sCnc
54212-6,Cortis 3D p Dex SerPl-sCnc
54213-4,Cortis 4D p Dex SerPl-sCnc
54214-2,Cortis 5D p Dex SerPl-sCnc
54215-9,Cortis 5h p Dex SerPl-sCnc
54216-7,IGF BP1 pre/p chal SerPl-mCnc
54218-3,CD3+CD4+ Cells/CD3+CD8+ Cll Bld
54235-7,Cortisol challenge panel
54236-5,Cortis 9 AM day 2 SerPl-mCnc
54238-1,LDL.oxidized SerPl-aCnc
54240-7,FLUV Ag Spec Ql
54241-5,FLUBV Ag Islt Ql
54242-3,FLUV Islt
54243-1,FLUV RNA Spec Probe
54244-9,FLUV Spec
54246-4,Protein & Glucose panel
54257-1,Glucose pre Ins IV SerPl-sCnc
54258-9,Glucose 2h p Ins IV SerPl-sCnc
54259-7,Glucose 2.5h p Ins IV SerPl-sCnc
54260-5,Glucose 15M p Ins IV SerPl-sCnc
54261-3,Glucose 15M pre Ins IV SerPl-sCnc
54262-1,Glucose 3h pre Ins IV SerPl-sCnc
54263-9,Glucose 30M p Ins IV SerPl-sCnc
54264-7,Glucose 45M p Ins IV SerPl-sCnc
54265-4,Glucose 1h p Ins IV SerPl-sCnc
54266-2,Glucose 1.3h p Ins IV SerPl-sCnc
54267-0,Glucose 1.5h p Ins IV SerPl-sCnc
54289-4,Hgb Bld BPU-mCnc
54300-9,Hcys Amn-sCnc
54301-7,Hcys DBS-sCnc
54309-0,Lactate/Pyruvate CSF-sRto
54346-2,Albumin Stl-mCnc
54347-0,Albumin SerPl-sCnc
54349-6,Ammonia Dial fld-mCnc
54355-3,B2 Microglob CSF/Ser
54356-1,B2 Microglob 24h Ur-mCnc
54357-9,Beta2+Gamma Glob MFr Ur Elph
54358-7,B-Globulin MFr Dial fld Elph
54359-5,HCO3 p dialysis Plas-sCnc
54360-3,HCO3 Prt-sCnc
54361-1,HCO3 Plr-sCnc
54362-9,Bilirub Dial fld-sCnc
54363-7,Bilirub Bld-sCnc
54364-5,Calcium Fld.NB-sCnc
54365-2,Calcium BldCo-sCnc
54366-0,Ca-I adj pH7.4 BldCo-sCnc
54367-8,Ca-I BldCo-sCnc
54369-4,Chloride p dialysis SerPl-sCnc
54370-2,Chloride Fld-mCnc
54371-0,Cholest Prt-sCnc
54372-8,HDLc Fld-mCnc
54373-6,NE Cholest SerPl-sCnc
54376-9,Vit B12 Fld-sCnc
54377-7,Vit B12 Fld-mCnc
54378-5,Vit B12 Ur-sCnc
54379-3,Cystatin C/Creat Ur-Rto
54380-1,Cystatin C 24h Ur-mCnc
54381-9,Cystatin C 24h Ur-mRate
54391-8,Gamma glob MFr Dial fld Elph
54400-7,Glucose pre Gc SerPl-sCnc
54410-6,DAT C3-Sp Reag RBC Ql
54416-3,Rh Bld Fetus
54417-1,ABO + Rh Bld Fetus
54434-6,LDL SerPl-sCnc
54437-9,Na Urate MFr Stone IR
54438-7,Cholest MFr Stone
54439-5,Ca Bilirub MFr Stone
54441-1,Lipoprotein goals
54447-8,FLT3 gene Mut Anl Mar
54449-4,SMN2 gene Mut Anl Bld/T
54464-3,Albumin MFr Dial fld Elph
54465-0,Alpha1 Glob MFr Dial fld Elph
54466-8,Alpha2 Glob MFr Dial fld Elph
54467-6,HDLc 2a MFr SerPl Elph
54468-4,HDLc 2b MFr SerPl Elph
54469-2,HDLc 3a MFr SerPl Elph
54470-0,HDLc 3b MFr SerPl Elph
54471-8,HDLc 3c MFr SerPl Elph
54472-6,Amylase Macro CFr SerPl
54486-6,Glucose Wat-mCnc
54487-4,Glucose Wat-sCnc
54494-0,Chloride Wat-mCnc
54495-7,Glucose p dialysis SerPl-sCnc
546-2,B-Hem Strep Throat Ql Cult
54630-9,Altered level of consciousness.  Did the resident have altered level of consciousness?
547-0,B-Hem Strep Spec Ql Cult
54788-5,HIV infection in last 30D
54789-3,Staphylococcus aureus.methicillin resistant or Enterococcus species.vancomycin resistant or Clostridium difficile infections &or colonization in last 30D
54794-3,Viral Hepatitis
54822-2,"Asthma,Chronic Obstructive Pulmonary Disease (COPD), or Chronic Lung Disease"
54866-9,Mechanically altered diet - require change in texture of food or liquids in last 7D
54907-1,ALP Amn-cCnc
54913-9,Gentamicin IgE Qn
54914-7,HCV core Ag Ser IA-aCnc
54919-6,Magnesium Smn-mCnc
54922-0,Phosphate 12h Ur-mRate
55018-6,Influenza vaccine
55019-4,Influenza virus vaccine received in facility
55020-2,Reason influenza virus vaccine not received
551-2,Brucella Bld Cult
55101-0,Respiratory pathogens panel
55133-3,FLUAV HA cDNA Islt NAA+probe
55134-1,FLUAV NA RNA Islt NAA+probe
55138-2,Cortis p Dex overnight SerPl-mCnc
55146-5,Familial LQTS Mut Anl Bld/T
55147-3,"t(ABL1,BCR)p210/control Bld/T"
55163-0,Streptococcus pyogenes enzyme Ab panel
55166-3,HGV E2 Ab Ser Ql
55178-8,Ca Phos Cry Spec Ql Micro
55179-6,Na Urate Cry Spec Ql Micro
55195-2,DHCR7 gene Mut Anl Bld/T
55201-8,KIT gene Mut Anl Bld/T
55216-6,Assault involving Bld or semen
55235-6,Abnormal hemoglobin gene panel
55262-0,FLUV immunization status
55264-6,HAV immunization status
55270-3,S pneum polyvalent immunization status
55271-1,S pneum conjugated immunization status
55275-2,HBV status
55276-0,HCV status
55277-8,HIV status
55295-0,Protein fractions & Immunoglobulins panel
55342-0,Sd sup(a) Ag RBC Ql
55348-7,Cortis 20M p chal SerPl-sCnc
55351-1,Glucose 1.5h p 75 g Glc PO SerPl-sCnc
55352-9,Glucose 45M p 75 g Glc PO SerPl-sCnc
55367-7,Cholest Cry #/area Ur Comp Assist
55370-1,Hgb A2+C+E+O MFr Bld
55371-9,Hgb A2+E+O MFr Bld
55372-7,Hgb CSp MFr Bld
55373-5,Hgb D+G MFr Bld
55374-3,Hgb N+I MFr Bld
55378-4,Amorph Phos Cry #/area Ur Comp Assist
55381-8,Glucose 2.5h p 75 g Glc PO SerPl-sCnc
55382-6,Insulin 5M p chal SerPl-sCnc
55383-4,Insulin 10M p chal SerPl-sCnc
55384-2,Insulin 3M p chal SerPl-sCnc
55385-9,Insulin 15M p chal SerPl-sCnc
55386-7,Insulin 2M p chal SerPl-sCnc
55387-5,Insulin 45M p chal SerPl-sCnc
55388-3,Insulin 4h p chal SerPl-sCnc
55389-1,Insulin 5h p chal SerPl-sCnc
55390-9,Insulin 6h p chal SerPl-sCnc
55391-7,Insulin 4M p chal SerPl-sCnc
55392-5,Insulin 1M p chal SerPl-sCnc
55394-1,Protein & Glucose panel
55398-2,Short Fibrin D-dimer FEU & DDU panel
554-6,Candida Stl Cult
55403-0,Asthma tracking panel
55404-8,Asthma spells 1W nRate
55415-4,Oxygen saturation & therapy panel
55434-5,Insulin 20M p chal SerPl-sCnc
55440-2,LDLc-R SerPl VAP-mCnc
55448-5,Deprecated CH50 SerPl
55449-3,Deprecated D Dimer PPP
55450-1,Deprecated FSP Ser
55451-9,Deprecated FSP PPP
55452-7,Deprecated Fibrinogen PPP
55453-5,Deprecated Haptoglob SerPl
55454-3,Deprecated Hgb A1c Bld
55455-0,Deprecated Hgb F XXX
55456-8,Deprecated Hgb S Bld
55457-6,Deprecated Hgb Free Plas
55463-4,FLUAV swine RNA Spec NAA+probe
55464-2,FLUAV swine RNA Spec Ql NAA+probe
55465-9,FLUAV H1 2009 pand RNA Spec Ql NAA+probe
55472-5,Cortis 2.5h p chal SerPl-sCnc
55473-3,Cortis 3h p chal SerPl-sCnc
55476-6,Estradiol BS SerPl-sCnc
55477-4,Estradiol 4h p chal SerPl-sCnc
55479-0,Insulin 7M p Glc IV SerPl-sCnc
55480-8,Insulin 5M pre Glc SerPl-sCnc
55481-6,Insulin 10M pre Glc SerPl-sCnc
55482-4,Insulin 4h p Glc IV SerPl-sCnc
55483-2,Insulin 1.5h p Glc IV SerPl-sCnc
55484-0,Insulin 10M p Glc IV SerPl-sCnc
55485-7,Insulin 1h p Glc IV SerPl-sCnc
55486-5,Insulin 1M p Glc IV SerPl-sCnc
55487-3,Insulin 2.5h p Glc IV SerPl-sCnc
55488-1,Insulin 1h p Gc SerPl-sCnc
55489-9,Insulin 1.5h p Gc SerPl-sCnc
55490-7,Insulin 45M p Gc SerPl-sCnc
55491-5,Insulin 2h p Gc SerPl-sCnc
55492-3,Insulin 30M p Glc IV SerPl-sCnc
55493-1,Insulin 3hp Glc IV SerPl-sCnc
55494-9,Insulin 5M p Glc IV SerPl-sCnc
55495-6,Insulin 45M p Glc IV SerPl-sCnc
55496-4,Insulin 2h p Glc IV SerPl-sCnc
55497-2,Insulin 3M p Glc IV SerPl-sCnc
55498-0,Insulin 7M pre Glc SerPl-sCnc
55499-8,Insulin 15M p Glc IV SerPl-sCnc
55500-3,Insulin 30M p Gc SerPl-sCnc
55502-9,Prolactin 20M pTRH IV SerPl-mCnc
55503-7,Prolactin 40M p TRH IV SerPl-mCnc
55518-5,Testost 4h p GnRH SerPl-sCnc
55519-3,Testost BS SerPl-sCnc
55607-6,Trigl/HDLc SerPl-sRto
55724-9,Apolipoprotein A-I & A-II & B & C panel
5575-6,Aluminum RBC-mCnc
55771-0,Basophils CSF Manual
55774-4,DAT C3d-Sp Reag RBC Ql
55775-1,DAT IgA-Sp Reag RBC Ql
55776-9,DAT IgG-Sp Reag RBC Ql
55777-7,DAT IgM-Sp Reag RBC Ql
55778-5,Eosinophil CSF Manual
55781-9,Hct VFr Mar Calc
55782-7,Hgb Bld Oximetry-mCnc
55783-5,Hgb Barts Bld Ql HPLC
55787-6,Lymphocytes CSF Manual
55790-0,Neuts Band CSF Manual
55791-8,Neutrophils CSF Manual
55837-9,Chloride 24h Stl-sCnc
55838-7,Cholest/Phospholipid SerPl-sRto
55839-5,Cholest est trnsfr prot SerPl-aCnc
55840-3,Cholest Ester SerPl-sCnc
55844-5,Cortis F 24h Ur RIA-mRate
55845-2,Cortis F 24h Ur RIA-mCnc
55850-2,Vit B12 Ur-mCnc
55857-7,Estradiol Fld-mCnc
55858-5,Estradiol Fld-sCnc
55859-3,Folate CSF-mCnc
55860-1,Glucose 24h Stl-mRate
55877-5,Hcys Fld-sCnc
55878-3,Hcys 24h Ur-sCnc
55893-2,HPRT/APRT RBC-cRto
55897-3,BJ Protein Free Ser Ql IEP
55898-1,BJ Protein Free Ser Ql IFE
55899-9,BJ Protein Free Ur Ql Elph
55900-5,BJ Protein Free Ur Ql IFE
55918-7,C peptide p meal SerPl-mCnc
55919-5,C peptide p meal SerPl-sCnc
55920-3,C peptide 24h Ur-mCnc
55928-6,Iodine/Creat Ur
55931-0,Lactate Dial fld-sCnc
55932-8,Lactate BldCo-sCnc
55934-4,Lipase Dial fld-cCnc
55937-7,Magnesium p dialysis SerPl-sCnc
55938-5,Magnesium TPN-sCnc
55939-3,Malondialdehyde RBC-sCnt
55942-7,MetHgb MFr BldCo
55971-6,ALP BldCo-cCnc
55972-4,Phosphate p dialysis SerPl-sCnc
55973-2,Phosphate Prt-sCnc
56024-3,FLUAV N1 RNA Spec NAA+probe-aCnc
56032-6,Lithium Gast-sCnc
56035-9,Apo A-I/HDLc SerPl
56036-7,Apo B/LDLc SerPl
56124-1,Glucose 1h p meal Ur-mCnc
56125-8,BJ Protein Free Ser Ql
56132-4,HDLc 2a SerPl-sCnc
56133-2,HDLc 2b SerPl-sCnc
56134-0,IDL1c SerPl-sCnc
56135-7,IDL2c SerPl-sCnc
56136-5,LDL1 SerPl-sCnc
56137-3,LDL2 SerPl-sCnc
56138-1,LDL3 SerPl-sCnc
56139-9,LDL4 SerPl-sCnc
56140-7,HPV I/H Risk 1 DNA Anal Ql Probe+sig amp
56143-1,Potassium/Creat 24h Ur-sRto
56153-0,Albumin.Serum/Prt
56154-8,Abn Prot MFr SerPl Elph
56159-7,LDLR gene Mut Anl Bld/T
56161-3,Stone Analysis+Photography-Imp
5617-6,Cesium RBC-mCnc
56170-4,A alternata IgG4-mCnc
56197-7,Insulin Bovine IgG4-mCnc
562-9,C diff Stl Ql Cult
5621-8,Cr RBC-mCnc
56292-6,Insulin Human IgG4-mCnc
5630-9,Copper RBC-mCnc
56363-5,Insulin Porcine IgG4-mCnc
5639-0,Ethanol Bld Ql
5640-8,Alcohol screen
5641-6,Ethanol ExG-mCnc
5642-4,Ethanol SerPl Ql
5643-2,Ethanol SerPl-mCnc
5644-0,Ethanol Ur Ql
56448-4,Chloride Sweat Scn-sCnc
5645-7,Ethanol Ur-mCnc
56471-6,DAT C3c-Sp Reag RBC Ql
56476-5,Hgb S MFr DBS
56478-1,Ethanol Bld GC-mCnc
56482-3,Insulin BS SerPl-aCnc
56490-6,Hgb sp2 Stl gastro lower Ql IA
56491-4,Hgb sp3 Stl gastro lower Ql IA
56492-2,Insulin 6M p chal SerPl-aCnc
56496-3,Prolactin 2h p chal SerPl-aCnc
56513-5,HEV IgG SerPl IA-aCnc
56516-8,C peptide 6M p chal SerPl-mCnc
56523-4,IGF-I 15M p chal SerPl-mCnc
